../poly\austria.102302.poly;1;;Bezirk Vöcklabruck
;
../poly\austria.103095.poly;1;;Bezirk Hollabrunn
;
../poly\austria.103816.poly;1;;Bezirk Eisenstadt-Umgebung
;
../poly\austria.104072.poly;1;;Bezirk Gänserndorf
;
../poly\austria.104883.poly;1;;Bezirk Mistelbach
;
../poly\austria.105088.poly;1;;Bezirk Baden
;
../poly\austria.105348.poly;1;;Bezirk Sankt Veit an der Glan
;
../poly\austria.105735.poly;1;;Bezirk Wolfsberg
;
../poly\austria.105870.poly;1;;Bezirk Klagenfurt  (Stadt)
;
../poly\austria.105949.poly;1;;Bezirk Horn
;
../poly\austria.105958.poly;1;;Bezirk Völkermarkt
;
../poly\austria.106094.poly;1;;Bezirk Villach-Land
;
../poly\austria.106097.poly;1;;Bezirk Mattersburg
;
../poly\austria.106163.poly;1;;Bezirk Villach (Stadt)
;
../poly\austria.106175.poly;1;;Bezirk Feldkirchen
;
../poly\austria.106250.poly;1;;Bezirk Tulln
;
../poly\austria.106447.poly;2;;Bezirk Wiener Neustadt (Land)
;
../poly\austria.106740.poly;2;;Bezirk Korneuburg
;
../poly\austria.107941.poly;1;;Bezirk Rohrbach
;
../poly\austria.109411.poly;1;;Bezirk Oberpullendorf
;
../poly\austria.109543.poly;1;;Bezirk Güssing
;
../poly\austria.109793.poly;1;;Bezirk Jennersdorf
;
../poly\austria.110268.poly;1;;Bezirk Oberwart
;
../poly\austria.110451.poly;1;;Bezirk Wiener Neustadt (Stadt)
;
../poly\austria.110525.poly;1;;Bezirk Neunkirchen
;
../poly\austria.111803.poly;3;;Bezirk Wien-Umgebung
;
../poly\austria.111858.poly;1;;Bezirk Mödling
;
../poly\austria.112050.poly;1;;Bezirk Bruck an der Leitha
;
../poly\austria.112678.poly;1;;Bezirk Lilienfeld
;
../poly\austria.112705.poly;1;;Bezirk Scheibbs
;
../poly\austria.113642.poly;1;;Bezirk Innsbruck-Stadt
;
../poly\austria.114629.poly;1;;Bezirk Melk
;
../poly\austria.114684.poly;1;;Bezirk Krems (Land)
;
../poly\austria.128099.poly;2;;Bezirk Amstetten
;
../poly\austria.128117.poly;1;;Bezirk Perg
;
../poly\austria.130944.poly;1;;Bezirk Krems an der Donau (Stadt)
;
../poly\austria.131937.poly;1;;Bezirk Waidhofen an der Ybbs (Stadt)
;
../poly\austria.134351.poly;1;;St.Pölten (Stadt)
;
../poly\austria.1645688.poly;1;;Bezirk Wien
;
../poly\austria.2661074.poly;1;;Bezirk Bruck-Mürzzuschlag
;
../poly\austria.2661100.poly;1;;Bezirk Hartberg-Fürstenfeld
;
../poly\austria.2661101.poly;1;;Bezirk Südoststeiermark
;
../poly\austria.30030.poly;1;;Bezirk Reutte (Außerfern)
;
../poly\austria.34676.poly;1;;Bezirk Graz-Umgebung
;
../poly\austria.34719.poly;1;;Graz
;
../poly\austria.376675.poly;1;;Bezirk Hermagor
;
../poly\austria.376676.poly;1;;Bezirk Spittal an der Drau
;
../poly\austria.37894.poly;1;;Bezirk Murtal
;
../poly\austria.417294.poly;1;;Bezirk Braunau am Inn
;
../poly\austria.419452.poly;1;;Bezirk Schärding
;
../poly\austria.421817.poly;1;;Bezirk Ried im Innkreis
;
../poly\austria.422468.poly;1;;Bezirk Freistadt
;
../poly\austria.446158.poly;1;;Bezirk Zwettl
;
../poly\austria.446160.poly;1;;Bezirk Waidhofen an der Thaya
;
../poly\austria.446967.poly;1;;Bezirk Gmünd
;
../poly\austria.49964.poly;1;;Bezirk Leoben
;
../poly\austria.50587.poly;1;;Bezirk Liezen
;
../poly\austria.50802.poly;1;;Bezirk Murau
;
../poly\austria.51331.poly;1;;Bezirk Voitsberg
;
../poly\austria.52123.poly;1;;Bezirk Weiz
;
../poly\austria.533764.poly;1;;Bezirk Tamsweg
;
../poly\austria.533765.poly;1;;Bezirk Sankt Johann im Pongau
;
../poly\austria.539863.poly;1;;Bezirk Zell am See
;
../poly\austria.539866.poly;1;;Bezirk Lienz
;
../poly\austria.544102.poly;1;;Bezirk Kufstein
;
../poly\austria.63163.poly;1;;Bezirk Kirchdorf an der Krems
;
../poly\austria.63175.poly;1;;Bezirk Wels
;
../poly\austria.63349.poly;1;;Bezirk Gmunden
;
../poly\austria.63619.poly;1;;Bezirk Sankt Pölten (Land)
;
../poly\austria.64917.poly;1;;Bezirk Wels-Land
;
../poly\austria.69648.poly;1;;Bezirk Klagenfurt-Land
;
../poly\austria.74231.poly;1;;Bezirk Bregenz
;
../poly\austria.74804.poly;1;;Bezirk Bludenz
;
../poly\austria.75111.poly;1;;Bezirk Dornbirn
;
../poly\austria.75152.poly;1;;Bezirk Feldkirch
;
../poly\austria.76826.poly;1;;Bezirk Landeck
;
../poly\austria.77101.poly;1;;Bezirk Imst
;
../poly\austria.78251.poly;1;;Bezirk Innsbruck-Land
;
../poly\austria.78752.poly;1;;Bezirk Rust
;
../poly\austria.78829.poly;1;;Bezirk Neusiedl am See
;
../poly\austria.79747.poly;1;;Bezirk Eisenstadt (Stadt)
;
../poly\austria.80051.poly;1;;Bezirk Schwaz
;
../poly\austria.85647.poly;1;;Bezirk Kitzbühel
;
../poly\austria.86256.poly;1;;Bezirk Eferding
;
../poly\austria.86257.poly;1;;Bezirk Urfahr-Umgebung
;
../poly\austria.86309.poly;1;;Bezirk Linz-Land
;
../poly\austria.86340.poly;1;;Bezirk Hallein
;
../poly\austria.86381.poly;1;;Bezirk Salzburg-Umgebung
;
../poly\austria.86459.poly;1;;Bezirk Steyr-Land
;
../poly\austria.86538.poly;1;;Bezirk Salzburg
;
../poly\austria.86708.poly;1;;Bezirk Linz (Stadt)
;
../poly\austria.88553.poly;1;;Bezirk Grieskirchen
;
../poly\austria.90143.poly;1;;Bezirk Steyr (Stadt)
;
